label,path,split
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador03-3.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador03-1.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador03-4.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador05-3.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador05-1.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador05-4.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador01-3.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador01-1.pt,train
Amarelo,../MINDS_tensors_32/Amarelo/03AmareloSinalizador01-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador02-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador02-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador02-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador08-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador08-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador08-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador03-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador03-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador03-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador10-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador10-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador10-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador05-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador05-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador05-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador12-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador12-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador12-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador07-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador07-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador07-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador11-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador11-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador11-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador09-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador09-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador09-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador04-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador04-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador04-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador06-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador06-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador06-4.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador01-3.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador01-1.pt,train
Vontade,../MINDS_tensors_32/Vontade/20VontadeSinalizador01-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador11-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador11-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador11-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador04-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador04-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador04-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador01-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador01-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador01-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador07-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador07-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador07-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador02-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador02-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador02-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador05-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador05-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador05-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador10-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador10-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador10-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador09-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador09-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador09-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador03-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador03-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador03-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador08-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador08-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador08-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador12-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador12-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador12-4.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador06-3.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador06-1.pt,train
Vacina,../MINDS_tensors_32/Vacina/19VacinaSinalizador06-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador04-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador04-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador04-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador12-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador12-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador12-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador03-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador03-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador03-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador02-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador02-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador02-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador06-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador06-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador06-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador01-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador01-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador01-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador05-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador05-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador05-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador11-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador11-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador11-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador10-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador10-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador10-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador07-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador07-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador07-4.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador08-3.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador08-1.pt,train
Conhecer,../MINDS_tensors_32/Conhecer/11ConhecerSinalizador08-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador01-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador01-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador01-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador03-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador03-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador03-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador10-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador10-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador10-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador02-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador02-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador02-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador06-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador06-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador06-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador04-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador04-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador04-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador12-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador12-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador12-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador05-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador05-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador05-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador11-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador11-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador11-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador08-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador08-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador08-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador07-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador07-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador07-4.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador09-3.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador09-1.pt,train
Maca,../MINDS_tensors_32/Maca/15MacaSinalizador09-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador10-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador10-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador10-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador07-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador07-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador07-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador01-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador01-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador01-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador08-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador08-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador08-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador03-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador03-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador03-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador09-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador09-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador09-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador12-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador12-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador12-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador11-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador11-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador11-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador04-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador04-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador04-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador06-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador06-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador06-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador02-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador02-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador02-4.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador05-3.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador05-1.pt,train
Espelho,../MINDS_tensors_32/Espelho/12EspelhoSinalizador05-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador02-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador02-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador02-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador03-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador03-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador03-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador06-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador06-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador06-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador11-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador11-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador11-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador12-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador12-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador12-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador07-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador07-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador07-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador05-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador05-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador05-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador01-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador01-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador01-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador04-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador04-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador04-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador08-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador08-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador08-4.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador10-3.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador10-1.pt,train
Banheiro,../MINDS_tensors_32/Banheiro/08BanheiroSinalizador10-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador01-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador01-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador01-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador02-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador02-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador02-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador05-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador05-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador05-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador03-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador03-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador03-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador09-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador09-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador09-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador10-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador10-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador10-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador08-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador08-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador08-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador11-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador11-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador11-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador07-6.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador07-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador07-5.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador07-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador06-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador06-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador06-4.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador12-3.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador12-1.pt,train
Filho,../MINDS_tensors_32/Filho/14FilhoSinalizador12-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador10-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador10-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador10-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador04-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador04-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador04-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador08-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador08-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador08-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador09-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador09-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador09-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador02-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador02-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador02-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador06-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador06-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador06-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador01-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador01-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador01-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador12-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador12-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador12-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador03-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador03-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador03-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador07-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador07-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador07-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador05-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador05-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador05-4.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador11-3.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador11-1.pt,train
Aproveitar,../MINDS_tensors_32/Aproveitar/05AproveitarSinalizador11-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador04-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador04-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador04-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador05-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador05-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador05-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador02-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador02-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador02-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador12-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador12-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador12-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador09-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador09-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador09-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador07-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador07-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador07-4.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador10-3.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador10-1.pt,train
Cinco,../MINDS_tensors_32/Cinco/10CincoSinalizador10-4.pt,train
